Find 13459 frequent item sets !!!
Including 157 1-item frequent set
rubbing alcohol, support: 10
rolls/buns, mustard, support: 42
whole milk, mustard, support: 51
dessert, packaged fruit/vegetables, support: 10
curd, packaged fruit/vegetables, support: 10
napkins, packaged fruit/vegetables, support: 10
butter, packaged fruit/vegetables, support: 10
domestic eggs, packaged fruit/vegetables, support: 11
margarine, packaged fruit/vegetables, support: 11
fruit/vegetable juice, packaged fruit/vegetables, support: 12
pork, packaged fruit/vegetables, support: 12
frankfurter, packaged fruit/vegetables, support: 12
berries, packaged fruit/vegetables, support: 14
whipped/sour cream, packaged fruit/vegetables, support: 14
beef, packaged fruit/vegetables, support: 15
chicken, packaged fruit/vegetables, support: 15
brown bread, packaged fruit/vegetables, support: 16
citrus fruit, packaged fruit/vegetables, support: 17
frozen vegetables, packaged fruit/vegetables, support: 17
pastry, packaged fruit/vegetables, support: 17
sausage, packaged fruit/vegetables, support: 18
tropical fruit, packaged fruit/vegetables, support: 19
soda, packaged fruit/vegetables, support: 21
yogurt, packaged fruit/vegetables, support: 25
bottled water, packaged fruit/vegetables, support: 26
rolls/buns, packaged fruit/vegetables, support: 26
other vegetables, packaged fruit/vegetables, support: 31
root vegetables, packaged fruit/vegetables, support: 34
whole milk, packaged fruit/vegetables, support: 39
waffles, cake bar, support: 10
margarine, cake bar, support: 10
butter, cake bar, support: 10
whipped/sour cream, cake bar, support: 10
frankfurter, cake bar, support: 10
UHT-milk, cake bar, support: 10
salty snack, cake bar, support: 11
specialty bar, cake bar, support: 11
citrus fruit, cake bar, support: 11
frozen vegetables, cake bar, support: 11
newspapers, cake bar, support: 11
domestic eggs, cake bar, support: 11
napkins, cake bar, support: 11
fruit/vegetable juice, cake bar, support: 13
white bread, cake bar, support: 13
chocolate, cake bar, support: 14
cake bar, berries, support: 15
bottled water, cake bar, support: 18
pip fruit, cake bar, support: 18
root vegetables, cake bar, support: 18
dessert, cake bar, support: 19
cake bar, curd, support: 19
tropical fruit, cake bar, support: 19
pastry, cake bar, support: 20
sausage, cake bar, support: 21
yogurt, cake bar, support: 24
shopping bags, cake bar, support: 29
rolls/buns, cake bar, support: 31
other vegetables, cake bar, support: 37
soda, cake bar, support: 44
whole milk, cake bar, support: 55
salty snack, seasonal products, support: 10
seasonal products, cream cheese , support: 10
seasonal products, napkins, support: 10
whipped/sour cream, seasonal products, support: 11
seasonal products, candy, support: 11
seasonal products, curd, support: 12
seasonal products, waffles, support: 12
pork, seasonal products, support: 13
bottled water, seasonal products, support: 14
frankfurter, seasonal products, support: 15
brown bread, seasonal products, support: 15
domestic eggs, seasonal products, support: 15
pip fruit, seasonal products, support: 15
dessert, seasonal products, support: 15
seasonal products, frozen vegetables, support: 16
root vegetables, seasonal products, support: 17
coffee, seasonal products, support: 17
sausage, seasonal products, support: 19
citrus fruit, seasonal products, support: 19
pastry, seasonal products, support: 19
tropical fruit, seasonal products, support: 23
shopping bags, seasonal products, support: 25
soda, seasonal products, support: 26
rolls/buns, seasonal products, support: 27
seasonal products, yogurt, support: 32
other vegetables, seasonal products, support: 36
whole milk, seasonal products, support: 37
sugar, canned fish, support: 10
dessert, canned fish, support: 10
canned fish, hamburger meat, support: 10
frozen meals, canned fish, support: 10
hygiene articles, canned fish, support: 11
pork, canned fish, support: 11
canned fish, pickled vegetables, support: 11
canned fish, curd, support: 12
canned beer, canned fish, support: 12
chocolate, canned fish, support: 14
canned fish, waffles, support: 14
beef, canned fish, support: 14
canned fish, frozen vegetables, support: 15
pip fruit, canned fish, support: 15
newspapers, canned fish, support: 15
butter, canned fish, support: 15
margarine, canned fish, support: 15
citrus fruit, canned fish, support: 16
bottled water, canned fish, support: 16
fruit/vegetable juice, canned fish, support: 16
whipped/sour cream, canned fish, support: 17
canned fish, napkins, support: 17
coffee, canned fish, support: 17
domestic eggs, canned fish, support: 17
canned fish, bottled beer, support: 18
frankfurter, canned fish, support: 18
sausage, canned fish, support: 19
canned fish, cream cheese , support: 20
pastry, canned fish, support: 22
brown bread, canned fish, support: 23
tropical fruit, canned fish, support: 24
root vegetables, canned fish, support: 26
soda, canned fish, support: 29
shopping bags, canned fish, support: 29
canned fish, yogurt, support: 32
rolls/buns, canned fish, support: 40
whole milk, canned fish, support: 47
other vegetables, canned fish, support: 50
pasta, UHT-milk, support: 10
detergent, pasta, support: 11
pasta, napkins, support: 11
sugar, pasta, support: 11
newspapers, pasta, support: 12
hygiene articles, pasta, support: 12
hard cheese, pasta, support: 13
brown bread, pasta, support: 13
frankfurter, pasta, support: 13
pasta, dessert, support: 14
pasta, waffles, support: 14
white bread, pasta, support: 14
pasta, frozen vegetables, support: 14
pasta, curd, support: 14
coffee, pasta, support: 14
pork, pasta, support: 14
pasta, oil, support: 15
pasta, chicken, support: 16
domestic eggs, pasta, support: 16
pasta, pastry, support: 17
pasta, beef, support: 17
margarine, pasta, support: 17
citrus fruit, pasta, support: 18
frozen meals, pasta, support: 18
shopping bags, pasta, support: 18
sausage, pasta, support: 18
bottled water, pasta, support: 20
pasta, fruit/vegetable juice, support: 21
tropical fruit, pasta, support: 22
whipped/sour cream, pasta, support: 23
pip fruit, pasta, support: 23
butter, pasta, support: 24
pasta, rolls/buns, support: 24
pasta, hamburger meat, support: 27
pasta, yogurt, support: 31
root vegetables, pasta, support: 38
soda, pasta, support: 40
other vegetables, pasta, support: 42
whole milk, pasta, support: 60
newspapers, herbs, support: 10
pot plants, herbs, support: 11
herbs, cream cheese , support: 12
hygiene articles, herbs, support: 13
herbs, napkins, support: 14
onions, herbs, support: 14
herbs, hamburger meat, support: 15
brown bread, herbs, support: 15
sausage, herbs, support: 15
herbs, fruit/vegetable juice, support: 15
margarine, herbs, support: 17
herbs, oil, support: 18
soda, herbs, support: 19
herbs, bottled beer, support: 19
herbs, chicken, support: 20
pork, herbs, support: 21
domestic eggs, herbs, support: 21
shopping bags, herbs, support: 23
pip fruit, herbs, support: 24
herbs, curd, support: 24
herbs, frozen vegetables, support: 25
butter, herbs, support: 27
herbs, beef, support: 28
tropical fruit, herbs, support: 28
citrus fruit, herbs, support: 29
herbs, rolls/buns, support: 30
bottled water, herbs, support: 30
whipped/sour cream, herbs, support: 31
herbs, yogurt, support: 35
root vegetables, herbs, support: 69
other vegetables, herbs, support: 76
whole milk, herbs, support: 76
hygiene articles, processed cheese, support: 10
newspapers, processed cheese, support: 11
processed cheese, pickled vegetables, support: 11
processed cheese, chicken, support: 11
sugar, processed cheese, support: 11
processed cheese, dessert, support: 11
coffee, processed cheese, support: 12
processed cheese, curd, support: 12
processed cheese, chocolate, support: 13
processed cheese, cream cheese , support: 14
processed cheese, waffles, support: 14
pork, processed cheese, support: 15
brown bread, processed cheese, support: 15
processed cheese, bottled beer, support: 16
processed cheese, napkins, support: 16
processed cheese, candy, support: 16
long life bakery product, processed cheese, support: 17
processed cheese, frozen vegetables, support: 18
whipped/sour cream, processed cheese, support: 19
frankfurter, processed cheese, support: 20
margarine, processed cheese, support: 20
shopping bags, processed cheese, support: 20
citrus fruit, processed cheese, support: 21
domestic eggs, processed cheese, support: 21
pip fruit, processed cheese, support: 23
bottled water, processed cheese, support: 23
butter, processed cheese, support: 24
processed cheese, yogurt, support: 26
processed cheese, pastry, support: 29
processed cheese, fruit/vegetable juice, support: 29
ham, processed cheese, support: 30
root vegetables, processed cheese, support: 31
sausage, processed cheese, support: 33
white bread, processed cheese, support: 41
tropical fruit, processed cheese, support: 42
processed cheese, rolls/buns, support: 46
soda, processed cheese, support: 52
other vegetables, processed cheese, support: 54
whole milk, processed cheese, support: 69
frozen meals, soft cheese, support: 10
sugar, soft cheese, support: 11
soft cheese, waffles, support: 11
pork, soft cheese, support: 11
soft cheese, hamburger meat, support: 11
soft cheese, bottled beer, support: 12
soft cheese, meat, support: 12
cat food, soft cheese, support: 12
soft cheese, napkins, support: 13
specialty chocolate, soft cheese, support: 13
newspapers, soft cheese, support: 13
soft cheese, oil, support: 13
soft cheese, berries, support: 14
hard cheese, soft cheese, support: 16
ham, soft cheese, support: 17
onions, soft cheese, support: 17
sliced cheese, soft cheese, support: 18
dessert, soft cheese, support: 18
long life bakery product, soft cheese, support: 18
white bread, soft cheese, support: 19
soft cheese, chicken, support: 19
soft cheese, cream cheese , support: 20
brown bread, soft cheese, support: 20
chocolate, soft cheese, support: 20
coffee, soft cheese, support: 21
bottled water, soft cheese, support: 21
soft cheese, frozen vegetables, support: 22
frankfurter, soft cheese, support: 22
soft cheese, curd, support: 22
margarine, soft cheese, support: 22
beef, soft cheese, support: 24
citrus fruit, soft cheese, support: 26
fruit/vegetable juice, soft cheese, support: 27
butter, soft cheese, support: 27
pastry, soft cheese, support: 27
soda, soft cheese, support: 27
shopping bags, soft cheese, support: 28
pip fruit, soft cheese, support: 29
whipped/sour cream, soft cheese, support: 30
domestic eggs, soft cheese, support: 31
tropical fruit, soft cheese, support: 32
root vegetables, soft cheese, support: 33
sausage, soft cheese, support: 34
rolls/buns, soft cheese, support: 53
soft cheese, yogurt, support: 59
other vegetables, soft cheese, support: 70
whole milk, soft cheese, support: 74
newspapers, pot plants, support: 10
pot plants, detergent, support: 11
pot plants, coffee, support: 12
pot plants, curd, support: 12
pot plants, berries, support: 12
pot plants, chocolate, support: 12
pot plants, napkins, support: 12
pot plants, sausage, support: 13
pot plants, grapes, support: 13
pot plants, chicken, support: 13
pot plants, cream cheese , support: 13
pot plants, frozen vegetables, support: 13
pot plants, long life bakery product, support: 13
pot plants, butter, support: 14
pot plants, domestic eggs, support: 14
pot plants, brown bread, support: 16
pot plants, bottled beer, support: 16
margarine, pot plants, support: 16
pot plants, beef, support: 17
pot plants, shopping bags, support: 18
whipped/sour cream, pot plants, support: 19
pot plants, pip fruit, support: 21
pot plants, citrus fruit, support: 21
pot plants, pastry, support: 22
pot plants, root vegetables, support: 22
pot plants, fruit/vegetable juice, support: 25
