,items
320,"{'eject', 'lpp', 'cp', 'cd', 'cpfrf', 'source', '<1>', '<2>', 'volcheck', 'more', 'dvips', 'mv', 'bibtex', 'gs', 'f', 'latex', 'xdvi', 'ls', 'ff', 'lsf'}"
321,"{'emacs', 'cd', '<1>', 'pwd', 'diff', '<2>', 'finger'}"
322,"{'cd', '<1>', 'more'}"
323,"{'cd', '<1>', 'bibtex', 'logout', 'latex', 'dvips'}"
324,{'eject'}
325,"{'emacs', 'setenv', '<2>', 'logout'}"
326,"{'ls', '<1>', '`', 'rlogin'}"
327,"{'emacs', 'cd', '<1>', 'bibtex', '<2>', 'logout', 'latex', 'xdvi', 'setenv', 'emac'}"
328,"{'<1>', 'rlogin'}"
329,"{'cd', '<1>', 'bibtex', 'logout', 'xdvi', 'latex'}"
330,"{'cd', '<1>', 'logout', 'latex', 'dvips'}"
331,"{'cd', '<1>', '<2>', 'lpp', '<4>', 'xdvi', 'more', 'ls', 'quota', 'rm'}"
332,"{'quota', 'logout'}"
333,"{'emacs', 'cd', '<1>', 'bibtex', 'gs', '<2>', '<', '-s', 'finger', 'xdvi', 'latex', 'dvips', 'quota', 'mail', 'rm'}"
334,"{'emacs', 'cd', '<1>', 'gs', '<', 'xdvi', 'latex', 'dvips', 'mail'}"
335,"{'cd', '<1>', 'bibtex', 'gs', '<', 'latex', 'xdvi', 'ls', 'dvips', 'quota', 'mail'}"
336,"{'emacs', '<1>', 'finger'}"
337,"{'eject', 'finger', 'uncompress', 'cd', 'netscape', '&', 'compress', 'du', 'quota', 'emacs', '<1>', 'mkdir', '<2>', 'volcheck', 'cptof', 'mv', 'filemgr', 'ls', 'ff', 'lsf', 'rm'}"
338,"{'<', 'eject', 'uncompress', 'cp', 'cd', '<4>', 'du', 'quota', 'mail', 'emacs', 'diff', '<1>', '<2>', 'volcheck', 'more', 'dvips', 'bibtex', 'gs', 'latex', 'xdvi', 'ls', 'ff', 'lsf', 'rm'}"
339,"{'mv', 'cd', '<1>', 'diff', '<2>', 'unrm', 'netscape', '&', 'more', 'ls', 'cptof', 'ff', 'quota', 'uncompress', 'rm', 'rmdir'}"
340,"{'emacs', 'volcheck', 'eject', 'netscape', '&', 'quota'}"
341,"{'cd', '<1>', 'diff', 'bibtex', '<2>', 'unrm', 'latex', 'xdvi', 'quota'}"
342,"{'emacs', 'cd', '<1>', 'bibtex', 'gs', '<', 'volcheck', 'eject', 'latex', 'xdvi', 'ff', 'quota', 'dvips', 'mail'}"
343,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'eject', 'netscape', 'latex', '&', 'ls', 'ff', 'a.out', 'dvips', 'rm'}"
344,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'volcheck', 'eject', 'compress', 'ls', 'a.out', 'quota', 'rm'}"
345,"{'emacs', 'setenv', '<2>', 'logout'}"
346,"{'emacs', 'cd', 'mkdir', '<1>', 'xcc', '<2>', 'a.out', 'cp', 'setenv', 'mtestdir'}"
347,"{'emacs', 'cd', '<1>', '<2>', 'setenv', 'emacfs'}"
348,"{'cd', '<1>', '<2>', 'server', 'ls', 'setenv', 'kermit'}"
349,"{'emacs', 'cd', '<1>', '<2>', 'setenv', 'kermit'}"
350,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'dem', 'logout', 'script', 'more', 'ls', 'a.out', '>', 'setenv', 'rm', 'kermit'}"
351,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'logout', 'more', '-g', 'a.out', 'fg', 'setenv', 'dbx', 'rm'}"
352,"{'cd', '<1>', 'logout', 'ls', 'quota', 'kermit'}"
353,"{'cd', '<1>', 'logout', 'kermit'}"
354,"{'emacs', 'cd', '<1>', '<2>', 'logout', '<4>', 'compress', 'more', 'ls', '<3>', 'du', 'quota', '>', 'lsss', 'uncompress', 'setenv', 'rm'}"
355,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
356,"{'emacs', '<1>', '<2>', 'logout', 'compress', 'ls', 'quota', 'uncompress', 'setenv', 'rm', 'kermit'}"
357,"{'emacs', '<1>', '<2>', 'logout', 'more', 'ls', 'fg', 'setenv', 'kermit'}"
358,"{'emacs', '<1>', '<2>', 'logout', 'more', 'ls', 'fg', 'setenv', 'kermit'}"
359,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
360,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
361,"{'emacs', '<1>', '<2>', 'logout', 'ls', 'fg', 'quota', 'setenv', 'rm'}"
362,"{'emacs', 'cd', '<1>', '<2>', 'logout', 'compress', 'ls', 'quota', 'uncompress', 'setenv', 'rm'}"
363,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
364,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
365,"{'emacs', 'setenv', '<2>', 'logout'}"
366,"{'emacs', '<2>', 'logout', 'ls', 'fg', 'quota', 'setenv'}"
367,{'logout'}
368,"{'emacs', '<1>', 'logout', 'compress', 'quota', 'uncompress', 'rm'}"
369,"{'emacs', '<1>', '<2>', 'logout', 'ls', 'quota', 'setenv'}"
370,"{'emacs', 'setenv', '<2>'}"
371,"{'emacs', 'setenv', '<2>', 'logout'}"
372,"{'emacs', 'setenv', '<2>', 'logout'}"
373,"{'emacs', 'setenv', '<2>', 'logout'}"
374,"{'emacs', 'cd', '<1>', '**0100000063f694', '<2>', '-l', 'logout', '**1000000000045a', 'ls', 'cat', 'setenv', 'kermit'}"
375,"{'emacs', 'setenv', '<2>', 'logout'}"
376,"{'emacs', 'setenv', '<2>', 'logout'}"
377,"{'emacs', '<1>', '<2>', 'logout', 'finger', 'setenv'}"
378,"{'emacs', '<2>', 'logout', 'ls', 'quota', 'setenv', 'emac'}"
379,"{'mv', 'cd', '<1>', 'pwd', 'emacs', '<2>', 'logout', 'ls', 'ff', 'quota', 'ks', 'cp', 'setenv', 'rm'}"
380,"{'emacs', 'cd', '<1>', 'bibtex', '<2>', 'volcheck', 'eject', 'netscape', 'latex', 'rlogin', '&', 'xdvi', 'setenv', 'rm'}"
381,{'volcheck'}
382,{'logout'}
383,"{'eject', 'r', '<1>', 'logout'}"
384,{'logout'}
385,{'logout'}
386,"{'xlswin', 'cd', '<1>', '|', 'xlswins', 'man', 'install', 'source', '-k', 'help', 'lmstat', 'more', 'solaris', 'ls', '$OPENWINHOME', 'login', 'instal'}"
387,{'logout'}
388,"{'cd', '<1>', 'xcc', 'diff', '<2>', 'volcheck', 'eject', 'rlogin', 'ls', 'a.out', 'uncompress', 'ff'}"
389,"{'cd', '<1>', '<2>', 'rlogin', 'a.out', 'setenv'}"
390,"{'cd', '<1>', '<2>', 'logout', 'a.out', 'setenv', 'rm'}"
391,{'logout'}
392,"{'logout', 'openwin', 'dtfile', 'dt'}"
393,"{'emacs', 'cd', '<1>', 'bg', 'man', 'openwin', 'finger', 'filemgr', 'xdbx', '&', 'xdb', 'ls', 'quota', 'rm'}"
394,"{'emacs', 'cd', '<1>', 'bibtex', 'gs', 'lpp', 'latex', 'xdvi', 'ls', '<3>', 'ff', 'dvips', 'rm'}"
395,"{'cd', '<1>', 'xcc', '<2>', 'filemgr', 'ls', '-g', 'a.out', 'dbx', 'rm'}"
396,"{'ps', '|', '<1>', 'where', 'logout', '-guxa', '<GENSYM:20>/ps', '-fu', 'grep'}"
397,"{'logout', 'openwin', 'finger', 'dsdm', 'cde', 'dtsession', 'dtexec', 'cd', 'man', '<1>', 'more', 'dtfile', 'dtlogin', 'dtwm', 'uptime', '|', '-daemon', '-k', 'dtcreate', 'ls'}"
398,"{'ps', 'man', '<1>'}"
399,"{'filemgr', '&'}"
400,"{'man', '<1>'}"
401,"{'dtexec', 'cd', '<1>', 'dtwn', 'ls', 'dtsession', 'dtlogin', 'dtwm'}"
402,"{'cd', '<1>', 'xcc', '<2>', 'man', '-g', 'a.out'}"
403,"{'<1>', 'rm'}"
404,{'logout'}
405,"{'ps', '|', '<1>', 'logout', 'man', '-a', 'more', '-gux', '-agux'}"
406,"{'cd', '<1>', 'xcc', '<2>', 'man', 'volcheck', 'eject', '-k', 'rlogin', 'script', 'a.out', 'cptof'}"
407,{'logout'}
408,"{'cd', '<1>', '-sb', 'netscape', '&', '-sl5000', '-sl5000l', 'dtterm'}"
409,"{'cd', '<1>', 'script', 'ls', 'a.out'}"
410,{'logout'}
411,"{'emacs', 'cd', '<1>', 'im', 'rlogin', 'more', 'ls', 'a.out', 'quota'}"
412,"{'emacs', 'netscape', '&'}"
413,"{'cd', '<1>', 'xcc', '<2>', 'logout', 'volcheck', 'ls', 'a.out', 'lsf', 'cpfrf'}"
414,"{'eject', 'logout'}"
415,"{'emacs', '<2>', 'netscape', '&', 'ls', 'quota', 'setenv'}"
416,"{'emacs', 'cd', '<1>', 'rlogin', 'a.out'}"
417,"{'cd', '<1>', 'logout', 'volcheck', 'eject', 'gg', 'ff', 'cptof', 'lsf'}"
418,{'emacs'}
419,"{'emacs', 'cd', '<1>', 'gs', 'xcc', '<2>', 'lpp', 'latex', 'c', 'more', 'ls', '-g', 'a.out', 'quota', 'dvips', '>'}"
420,"{'cd', '<1>', 'xcc', '<2>', 'man', '-f', 'more', 'ls', 'tail', '-r', 'a.out', 'cat', 'cp'}"
421,"{'cd', '<1>', 'xcc', '<2>', 'a.out', '>'}"
422,"{'cd', '<1>', 'xcc', '<2>', 'a.out', 'cat'}"
423,"{'<1>', 'volcheck', 'eject', 'ff', 'lsf'}"
424,"{'emacs', 'quota'}"
425,"{'emacs', 'cd', '<1>', '<2>', 'netscape', 'a.ou', '<4>', 'compress', 'more', 'ls', 'meacs', '&', 'quota', 'uncompress', 'rm'}"
426,"{'cd', '<1>', 'rm', 'quota'}"
427,"{'cd', '<1>', 'xcc', '<2>', 'lpp', 'latex', 'more', 'ls', 'a.out', 'dvips', '-puccps', 'lp'}"
428,"{'cd', '<1>', 'xcc', '<2>', 'volcheck', 'eject', 'finger', 'netscape', '&', 'a.out'}"
429,"{'emacs', '<1>', 'eject', 'finger', 'netscape', '&'}"
430,"{'emacs', 'cd', '<1>', '<2>', 'lwinfo', 'xdvi', 'latex', '<GENSYM:21>/laserquota', 'ls', 'dvips', '-d', 'laserquota', 'lp'}"
431,"{'cd', '<1>', '<2>', 'logout', '-d', 'lp'}"
432,"{'emacs', 'cd', '<1>', 'bibtex', 'volcheck', 'eject', 'lpp', 'netscape', 'latex', '&', 'xdvi', 'dvips', 'rm'}"
433,{'emacs'}
434,"{'emacs', 'cd', '<1>', '<', 'eamcs', 'quota', 'mail'}"
435,"{'cd', '<1>', 'xcc', '<2>', 'more', 'ls', 'a.out', 'uncompress', '>', 'rm'}"
436,"{'cd', '<1>', 'xcc', '<2>', 'more', 'ls', 'a.out'}"
437,"{'cd', '<1>', 'diff', 'xcc', '<2>', 'bibtex', '<', 'volcheck', 'eject', 'latex', 'xdvi', 'ls', 'a.out', '>', 'dvips', 'lsf', 'mail', 'rm'}"
438,"{'cd', '<1>', '-l', '<2>', 'finger', 'rlogin', 'more', 'cx'}"
439,"{'emacs', 'cd', '<1>', 'diff', 'xcc', '<2>', 'volcheck', 'finger', 'a.out', 'quota'}"
440,"{'cd', '<1>', 'a.out', 'rm'}"
441,{'eject'}
442,"{'emacs', 'quota'}"
443,"{'cd', '<1>', '<2>', '-l', 'lpp', 'netscape', '&', 'ls', 'which', '-d', 'lp'}"
444,"{'emacs', 'qujota', 'quota'}"
445,"{'emacs', 'cd', '<1>', 'volcheck', 'eject', 'netscape', '&', 'more', 'ls', 'ff', 'cptof'}"
446,"{'ls', 'cd', '<1>', 'more'}"
447,"{'<1>', 'netscape', 'rlogin', '&'}"
448,"{'emacs', 'setenv', '<2>', 'logout'}"
449,"{'cd', '<1>', 'xcc', '<2>', 'z', '<GENSYM:22>/stargate', 'finger', 'more', 'ls', '>', 'a.out', '68'}"
450,"{'emacs', 'cd', '<1>', 'finger', 'ls'}"
451,"{'emacs', 'cd', '<1>', '<2>', 'volcheck', 'eject', 'netscape', '&', 'compress', 'ls', 'ff', 'quota', 'rm'}"
452,"{'ls', 'cd', '<1>', '-l'}"
453,"{'<1>', 'rlogin'}"
454,{'logout'}
455,"{'emacs', 'uncompress', 'quota', '<1>'}"
456,"{'emacs', 'volcheck', 'eject', 'ls', 'quota'}"
457,"{'cd', '<1>', '-l', 'ls', 'uncompress'}"
458,"{'cd', '<1>', '<GENSYM:23>/..', 'diff', '-l', '<2>', 'netscape', '&', 'ls'}"
459,"{'emacs', 'quota'}"
460,"{'cd', '<1>', 'xcc', 'gs', '<2>', 'a.out'}"
461,"{'mv', 'cd', '<1>', 'bibtex', '<2>', 'latex', 'ls', 'uncompress', 'dvips', 'ftp', 'l'}"
462,"{'emacs', 'quota'}"
463,"{'cd', '<1>', 'quit', 'gs'}"
464,"{'cd', '<1>', 'bibtex', 'gs', '1la', 'eject', 'latex', 'ls', 'dvips', 'rm'}"
465,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'volcheck', 'eject', 'im', 'a.out', 'quota'}"
466,"{'emacs', '<1>', 'pwd', 'man', 'help'}"
467,"{'emacs', 'cd', '<1>', 'volcheck', 'eject', 'finger', 'netscape', '&', 'more', 'ls'}"
468,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
469,"{'emacs', 'setenv', '<2>', 'logout'}"
470,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'volcheck', 'eject', 'more', 'a.out', 'quota', 'ff', 'lsf', 'cp', 'cptof'}"
471,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'im', 'a.out'}"
472,"{'<2>', '-l', 'rlogin'}"
473,"{'emacs', 'cd', '<1>', 'diff', 'xcc', '<2>', 'volcheck', 'ls', 'a.out', 'quota', '>', 'rm'}"
474,"{'cd', '<1>', 'am', 'eject', 'netscape', '&', 'compress', 'more', 'ls', 'quota', 'rm'}"
475,"{'cd', '|', '<1>', '<2>', 'logout', 'more', 'ls', 'quota', 'cp', 'rm'}"
476,"{'eject', 'cd', 'duff', 'xcc', 'netscape', 'im', '&', 'a.out', 'quota', 'emacs', 'diff', '<1>', '<2>', 'volcheck', 'more', 'ghostview', 'mv', 'ls', '<3>', 'rm'}"
477,"{'mv', 'cd', '<1>', '<2>', '-junk', 'finger', 'netscape', '&', 'rn', 'more', 'ls', 'ghostview', 'quota', '--junk', 'cp', '-mke371.ps', 'rm'}"
478,"{'emacs', 'cd', '<1>', 'xcc', '<2>', 'xdvi', 'ls', 'ghostview', 'a.out', '>', 'cp'}"
479,"{'emacs', 'cd', '<1>', 'xcc', 'bibtex', '<2>', 'volcheck', 'eject', 'latex', '<3>', 'a.out', 'dvips', 'ghostview', 'rm'}"
480,{'logout'}
481,"{'cd', '<1>', 'which'}"
482,"{'cd', 'bg', '<1>', 'xcc', '<2>', 'filemgr', 'kernel.c', 'more', 'a.out'}"
483,"{'cd', '<1>', 'xcc', '<GENSYM:24>/xv', '<2>', 'more', 'a.out', 'xv', 'which'}"
484,"{'cd', '<1>', 'xcc', '<2>', 'man', 'help', 'more', 'ls', 'a.out', 'xv', '-', 'rm'}"
485,{'matlab'}
486,"{'cd', '<1>', 'bibtex', 'lpp', 'latex', 'xdvi', 'more', 'ghostview', 'dvips'}"
487,"{'cd', '<1>', 'latex', 'im', 'ghostview', 'dvips'}"
488,"{'cd', '<1>', 'bibtex', 'diff', '-l', '<2>', 'netscape', 'latex', '&', 'more', 'ls', 'dvips'}"
489,"{'<1>', 'man', 'more', 'ls', 'which'}"
490,"{'cd', '<1>', '-l', 'more', 'ls'}"
491,"{'emacs', 'quota'}"
492,"{'emacs', 'cd', '<1>', 'bibtex', 'mv', '<2>', '-l', 'lpp', 'latex', 'ls', 'ghostview', 'dvips', 'ftp'}"
493,{'emacs'}
494,"{'cd', '<1>', '-l', 'netscape', '&', 'ls'}"
495,"{'cd', '<1>', 'lpstat', 'logout', 'lpp', 'ls', '-o'}"
496,"{'emacs', 'cd', '<1>', '<', 'latex', 'xdvi', 'ls', 'uncompress', 'qutoa', 'mail'}"
497,"{'-o74', 'lpp', '>', 'postreverse', 'pss', 'cd', '-o132', 'man', '-r', '<1>', 'alias', '<2>', 'dvips', '-o140', 'mv', 'bibtex', 'gs', '-o150', 'latex', 'ls', 'rm'}"
498,"{'cd', '<1>', 'bibtex', 'lpstat', '-o', 'lpp', 'latex', 'lprm', 'lpq', '-puccps', 'ls', 'ghostview', 'more', 'dvips', '-Ppuccps', 'rm'}"
499,"{'emacs', '<1>', 'lpstat', '<2>', 'man', 'lprm', 'ls', 'cancel', '-u', '-Ppuccps', '-o'}"
500,"{'more', '<1>'}"
501,"{'lpp', '-o18', '>', '-o1', 'pss', 'cd', 'lpstat', '<1>', '<2>', 'rlogin', 'more', 'dvips', 'gss', 'mv', 'bibtex', 'gs', 'latex', 'ls', 'rm', '-o14', '-o28'}"
502,"{'cd', '<1>', 'ghostview', 'lpp'}"
503,"{'<2>', '-l', 'rlogin'}"
504,"{'cd', '<1>', 'diff', 'alias', '-o', '<2>', 'man', 'lpp', '-k', 'latex', 'ls', 'ghostview', '>', 'dvips', 'which', 'postreverse', 'pss'}"
505,"{'emacs', 'ls'}"
506,"{'emacs', 'cd', '<1>', 'bibtex', '-o', '<2>', 'lpp', 'latex', 'ghostview', '>', 'quota', 'dvips', 'pss'}"
507,"{'<1>', 'finger'}"
508,{'emacs'}
509,"{'emacs', 'quota'}"
510,"{'emacs', 'quota'}"
511,"{'<1>', 'finger'}"
512,"{'emacs', 'cd', '<1>', 'lpp', 'netscape', '&', 'ls', 'cdjthesis', 'rm'}"
513,"{'cd', '<1>', 'xcc', 'bg', '<2>', 'man', 'im', 'a.out', 'cp'}"
514,"{'cd', '<1>', 'bibtex', '-o', '<2>', 'lpp', 'latex', 'ls', 'ghostview', '>', 'dvips', 'pss'}"
515,"{'cd', '<1>', 'netscape', '&', 'quota', 'rm'}"
516,"{'ls', 'cd', '<1>'}"
517,"{'ls', 'cd', '<1>', 'lpp'}"
518,{'quota'}
519,"{'emacs', 'cd', '<1>', 'lpp'}"
520,{'emacs'}
521,"{'emacs', '<1>', 'finger', 'netscape', '&'}"
522,"{'emacs', 'quota'}"
523,"{'ls', '<1>', 'rlogin'}"
524,"{'cd', '<1>', 'mkdir', 'ls', 'du', 'ftp'}"
525,"{'netscape', '&'}"
526,"{'emacs', 'quota'}"
527,"{'ls', '<1>', 'rlogin'}"
528,"{'<1>', 'rlogin'}"
529,{'logout'}
530,{'logout'}
531,"{'cd', '<1>', 'lpp', 'netscape', '&', 'ls', 'quota'}"
532,"{'cd', '<1>', 'gs', '<4>', 'compress', 'ls', '<3>', 'quota', 'rm'}"
533,"{'emacs', '<1>', '<2>', 'logout', 'uncompress', 'quota', 'setenv'}"
534,"{'cd', '<1>', 'logout', 'lpp'}"
535,"{'emacs', 'cd', '<1>', 'zip', '<2>', '-l', 'volcheck', 'more', 'ls', 'ff', 'quota', 'uncompress', '<GENSYM:15>/im', '>', 'rm'}"
536,"{'cd', '<1>', '<2>', '-l', '<4>', 'more', 'ls', '<3>', '>', 'uncompress', 'quota', 'rm'}"
537,"{'emacs', '<1>', 'finger', 'netscape', '&'}"
538,"{'cd', '<1>', 'rlogin', 'more', 'ls'}"
539,{'logout'}
540,"{'emacs', 'df', '<1>', 'finger', 'rlogin', 'quota'}"
541,"{'cd', '<1>', 'xcc', '<2>', 'a.out'}"
542,{'emacs'}
543,"{'ls', 'uncompress', '<1>'}"
544,"{'ls', 'lsd', 'netscape', '&'}"
545,"{'emacs', 'emac'}"
546,"{'cd', '<1>', 'a.out', 'finger'}"
547,"{'emacs', '<1>', 'finger', 'quota'}"
548,"{'<1>', 'finger'}"
549,"{'<1>', 'finger', 'logout'}"
550,"{'<1>', 'finger'}"
551,"{'<1>', 'finger'}"
552,"{'emacs', 'setenv', '<2>', 'logout'}"
553,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
554,"{'cd', '<1>', '<2>', 'netscape', '&', 'compress', 'ls', 'quota', 'rm'}"
555,"{'emacs', '<1>', 'lpp', 'netscape', 'rlogin', '&', 'ls', 'quota'}"
556,"{'netscape', '&'}"
557,"{'volcheck', 'eject'}"
558,{'logout'}
559,{'logout'}
560,"{'mv', 'emacs', '<1>', 'cd', '<2>', 'compress', 'more', 'ls', 'quota', 'uncompress', 'rm'}"
561,"{'phone', '<1>', 'finger', 'ph'}"
562,"{'ph', '<1>', 'cd', 'volcheck', 'eject', 'finger', 'netscape', '&', 'ls', 'ff', 'quota', 'rm'}"
563,"{'cd', '<1>', '-l', 'volcheck', 'eject', 'ls', 'matlab', 'rm'}"
564,"{'eject', 'finger', '<1>'}"
565,"{'emacs', '<1>', 'ls', 'quota', 'uncompress'}"
566,"{'cd', '<1>', 'eject', 'netscape', '&', 'matlab'}"
567,"{'cd', '<1>', 'gs', 'volcheck', 'ls', '<3>', 'du', 'rm'}"
568,"{'lpp', 'eject', 'cp', 'cd', 'netscape', '&', 'quota', 'emacs', '<1>', 'mkdir', '<2>', 'volcheck', 'ghostscript', 'ghostview', 'dvips', 'bibtex', 'latex', 'xdvi', 'sdvu', 'ls'}"
569,"{'emacs', 'cd', '<1>', 'ls', 'ghostview', 'quota'}"
570,{'eject'}
571,"{'emacs', 'cd', '<1>', 'lpstat', '<2>', 'logout', 'latex', 'dvips', '-d', 'setenv', '-o', 'lp', '-msl21'}"
572,"{'emacs', 'cd', '<1>', 'finger', 'netscape', '&', 'quota', 'which', 'matlab'}"
573,"{'cd', '<1>', 'finger', 'more', 'ls'}"
574,"{'cd', '<1>', '<', 'mail'}"
575,{'quota'}
576,"{'cd', '<1>', 'volcheck', 'eject', 'finger', 'netscape', '&', 'ls', 'ff', 'lsf'}"
577,"{'emacs', 'cd', '<1>', '<2>', 'compress', 'ls', 'quota', 'ks', 'rm'}"
578,"{'emacs', '<1>', 'finger'}"
579,"{'netscape', '&'}"
580,"{'<1>', 'lpp', 'finger', '&', 'yake', 'ls'}"
581,"{'emacs', 'ls', 'quota'}"
582,"{'emacs', 'cd', 'mkdir', '<1>', 'mv', '<2>', 'volcheck', 'eject', 'ls', 'lsf'}"
583,"{'cd', '<1>', '<', 'netscape', '&', 'ls', 'quota', 'mail', 'rm'}"
584,"{'emacs', '<1>', 'finger', 'more', 'ls', 'quota', 'rm'}"
585,"{'emacs', 'cd', '<1>', '<2>', 'logout', 'lpp', 'finger', 'ls', 'cancel', '-d', 'setenv', 'lp'}"
586,"{'<1>', 'finger'}"
587,"{'<1>', 'netscape', 'rlogin', '&', 'compress', 'ls', 'quota', 'rm'}"
588,{'logout'}
589,"{'mv', '|', '<1>', 'cd', 'emacs', '<2>', 'logout', 'compress', 'more', 'ls', 'uncompress', 'quota', 'setenv'}"
590,"{'emacs', 'cd', '<1>', 'bibtex', '<', 'volcheck', 'eject', 'latex', 'rlogin', 'xdvi', '<4>', 'ls', 'compress', 'quota', 'mail', 'rm'}"
591,{'logout'}
592,"{'<1>', 'uncompress'}"
593,"{'emacs', '<1>', '<2>', 'logout', 'ls', 'fg', 'quota', 'uncompress', 'setenv'}"
594,"{'emacs', '<1>', 'uncompress'}"
595,"{'ls', '<1>', 'uncompress'}"
596,"{'emacs', '<1>', 'quota', 'rlogin'}"
597,"{'emacs', 'setenv', '<2>', 'logout'}"
598,"{'<1>', 'netscape', 'rlogin', '&', 'r'}"
599,"{'emacs', '<2>', 'logout', 'ls', 'setenv'}"
600,{'logout'}
601,"{'<1>', 'rlogin'}"
602,"{'netscape', '&'}"
603,"{'emacs', 'setenv', '<2>', 'logout'}"
604,"{'emacs', 'setenv', '<2>', 'logout'}"
605,"{'emacs', '<1>', 'netscape', '&', 'rlogin', 'r'}"
606,"{'emacs', '<1>', '<2>', 'logout', 'finger', 'more', 'fg', 'setenv'}"
607,{'logout'}
608,"{'cd', '<1>', 'bibtex', '<', 'finger', 'latex', 'ls', 'dvips', 'mail'}"
609,"{'emacs', 'ls', 'quota'}"
610,"{'netscape', '&'}"
611,{'quota'}
612,"{'emacs', 'cd', '<1>', 'finger', 'netscape', '&', 'ls', 'quota', 'rm'}"
613,"{'emacs', 'cd', '<1>', '<6>', '<2>', 'volcheck', 'eject', 'netscape', '&', 'more', 'ls', 'ff', 'uncompress', 'quota', 'lsf', 'rm'}"
614,"{'cd', '<1>', 'ls', 'quota', 'rm'}"
615,"{'netscape', '&'}"
616,"{'netscape', '&'}"
617,"{'emacs', 'netscape', 'quota', '&'}"
618,"{'emacs', 'setenv', '<2>', 'logout'}"
619,"{'<1>', 'finger', 'logout'}"
620,"{'quota', 'logout'}"
621,{'logout'}
622,"{'emacs', '<2>', 'logout', 'fg', 'quota', 'setenv'}"
623,"{'emacs', '<1>', '<2>', 'logout', 'finger', 'fg', 'quota', 'setenv'}"
624,"{'<1>', '<2>', 'logout', 'compress', 'ls', 'quota', 'rm'}"
625,"{'cd', 'ls', '<1>', 'logout'}"
626,"{'emacs', '<1>', 'volcheck', 'netscape', 'ls', 'ff', 'quota'}"
627,"{'<2>', '-l', 'rlogin'}"
628,"{'eject', 'netscape', '&'}"
629,"{'emacs', 'ls', 'quota'}"
630,"{'cd', '<1>', '-l', 'more', 'ls'}"
631,"{'emacs', 'volcheck', 'netscape', '&', 'quota'}"
632,"{'cd', '<1>', '-d', '<2>', 'zip', 'man', 'volcheck', 'eject', '-ls', 'finger', 'unzip', 'ls', '-r', 'ff', 'cp', 'rm', 'rmdir'}"
633,"{'mv', 'cd', '<1>', '<2>', 'volcheck', 'eject', 'unzip', 'uuencode', 'ls', '>', 'uncompress', 'a.out', 'rm', 'l'}"
634,"{'emacs', 'quota'}"
635,"{'volcheck', 'more', 'ls', '<1>'}"
636,"{'volcheck', 'ls', 'ff', 'eject'}"
637,"{'cd', '<1>', '<2>', 'unrm', 'eject', 'netscape', '&', 'uuencode', 'ls', '>', 'a.out', 'quota', 'rm'}"
638,{'volcheck'}
639,"{'emacs', '<1>', 'finger', 'quota'}"
640,"{'cd', '<1>', 'unrm', 'volcheck', 'eject', 'finger', 'ls', 'ff'}"
641,"{'<1>', 'eject', 'netscape', '&', 'ff', 'lsf'}"
642,"{'emacs', '<1>', 'finger'}"
643,"{'emacs', 'netscape'}"
644,"{'netscape', '&'}"
645,"{'emacs', 'quota'}"
646,"{'netscape', '&'}"
647,"{'f', 'volcheck', 'netscape', '&', 'ff'}"
648,{'eject'}
649,"{'emacs', 'cd', '<1>', 'more', 'ls', 'quota', 'ks', 'rm'}"
650,"{'finger', '<1>', 'netscape', '&'}"
651,"{'<1>', 'netscape', '&', 'rlogin', 'quota'}"
652,{'logout'}
653,"{'<1>', 'netscape', '&', 'rlogin', 'quota'}"
654,{'logout'}
655,"{'emacs', 'diff', '<1>', '<2>', 'logout', 'more', 'setenv'}"
656,"{'emacs', '<1>', 'logout', 'finger', 'more', 'mail'}"
657,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
658,{'logout'}
659,{'logout'}
660,{'logout'}
661,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
662,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
663,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
664,{'logout'}
665,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
666,{'logout'}
667,{'logout'}
668,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
669,"{'<1>', 'logout', 'ls', 'quota', 'rm'}"
670,{'logout'}
671,{'logout'}
672,"{'<1>', 'finger', 'logout'}"
673,{'logout'}
674,{'logout'}
675,{'logout'}
676,"{'<1>', 'finger', 'netscape', '&'}"
677,"{'<1>', 'finger', 'netscape', '&'}"
678,"{'emacs', '<2>', 'logout', 'quota', 'setenv'}"
679,"{'emacs', 'quota'}"
680,"{'<1>', 'ghostview'}"
681,"{'emacs', '<1>', 'finger'}"
